label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.057013869285583496,-0.03236520290374756,-0.023800921924305385,-0.10554641485214233,-0.11496302485466003,-0.03160657856602711,-0.13526731729507446,-0.18380284309387207,-0.040309910960388606,-0.1499210000038147,-0.24076661467552185,-0.042030533142281,-0.08470237255096436,-0.1893412470817566,0.0021239145939375703,-0.10287714004516602,-0.2533254325389862,-0.03448400396842999,-0.08803600072860718,-0.1823112964630127,-0.04883822549123806,-0.07710528373718262,-0.14890557527542114,-0.05146030459542317,-0.04535752534866333,-0.1915094554424286,-0.00026138697973010494,-0.062094271183013916,-0.2554912269115448,-0.04071593035001797,-0.053767502307891846,-0.1682148277759552,-0.04459444183845562,-0.04466778039932251,-0.1484500765800476,-0.03432809684414906,-0.0052877068519592285,-0.18110960721969604,-0.010298382788789695,-0.01864480972290039,-0.2201293706893921,-0.04945548001666111,-0.017082929611206055,-0.13887500762939453,-0.035479584075403636,-0.010818302631378174,-0.12888872623443604,-0.013623263984811729,0.03565657138824463,-0.16695144772529602,-0.022716149054360812,0.021125197410583496,-0.18960440158843994,-0.04053183767933888,0.01699352264404297,-0.13642370700836182,-0.027049348987532085,0.02350926399230957,-0.1288582682609558,-0.010692570656431144
A,0.0,0.0,0.0,-0.05725926160812378,-0.03231912851333618,-0.0238146124018499,-0.10574305057525635,-0.11494797468185425,-0.03150821976197449,-0.1353585124015808,-0.18377685546875,-0.04000925399196831,-0.15038132667541504,-0.24062854051589966,-0.041553304864294205,-0.08546948432922363,-0.18945369124412537,0.0019449294933906458,-0.10299545526504517,-0.2531684637069702,-0.034223766399748,-0.08805757761001587,-0.18237796425819397,-0.04851463563574043,-0.07730674743652344,-0.14879828691482544,-0.051270467562801514,-0.04588097333908081,-0.19173884391784668,-0.00033460977903132516,-0.06227809190750122,-0.2551315426826477,-0.04038512088192192,-0.053724825382232666,-0.16834917664527893,-0.04435234270823685,-0.04468560218811035,-0.14822697639465332,-0.03437015913260666,-0.005753219127655029,-0.18133136630058289,-0.010195890775150929,-0.019054889678955078,-0.22003701329231262,-0.04890843234790054,-0.017194509506225586,-0.13934814929962158,-0.03505489356649605,-0.010869801044464111,-0.12911191582679749,-0.01353148218078104,0.03513306379318237,-0.16706380248069763,-0.022443508131630097,0.02054375410079956,-0.18894383311271667,-0.040180907918340836,0.016730546951293945,-0.13618358969688416,-0.026907281352407608,0.023334920406341553,-0.12885203957557678,-0.010823726056344185
A,0.0,0.0,0.0,-0.05641597509384155,-0.033011555671691895,-0.022821487245550998,-0.10476052761077881,-0.11371621489524841,-0.03071807636081303,-0.13520115613937378,-0.18172124028205872,-0.03982907658576096,-0.1512264609336853,-0.23830890655517578,-0.04203822961210335,-0.08529877662658691,-0.18785536289215088,0.0025976897762802764,-0.1042967438697815,-0.25283753871917725,-0.033437707779398806,-0.08946144580841064,-0.18398410081863403,-0.047816747186175235,-0.0789753794670105,-0.14843100309371948,-0.05042848488449181,-0.0459212064743042,-0.1907842457294464,-7.3971392566818395e-06,-0.0631864070892334,-0.2534460425376892,-0.03858729949354256,-0.05350804328918457,-0.1674981713294983,-0.04209276786207283,-0.04424506425857544,-0.14752236008644104,-0.03205818435310448,-0.005831003189086914,-0.1808328628540039,-0.010129889791301139,-0.02042841911315918,-0.21617883443832397,-0.04755874475597466,-0.017432987689971924,-0.1371433436870575,-0.033861955014458545,-0.010708332061767578,-0.12760677933692932,-0.012734975052467234,0.03477281332015991,-0.16616013646125793,-0.022581876573553927,0.019005894660949707,-0.1870177984237671,-0.03948684161662186,0.015852153301239014,-0.13574913144111633,-0.026024599877587207,0.022856295108795166,-0.12808537483215332,-0.00989427076785887
A,0.0,0.0,0.0,-0.057279884815216064,-0.03278183937072754,-0.023122590425884937,-0.106312096118927,-0.11459127068519592,-0.030792273971712802,-0.1367904543876648,-0.18319645524024963,-0.039720645565068935,-0.15168064832687378,-0.2394644320011139,-0.04158360736397526,-0.08547234535217285,-0.1873447597026825,0.002721819635951306,-0.10487222671508789,-0.25231999158859253,-0.03389228733209393,-0.08933776617050171,-0.18253612518310547,-0.04806604461697361,-0.07851672172546387,-0.14974161982536316,-0.05043727384833119,-0.04635721445083618,-0.18991801142692566,-2.4147720580458554e-05,-0.06406480073928833,-0.2543787360191345,-0.03996571378735325,-0.05460631847381592,-0.16764086484909058,-0.04319160284427426,-0.04514312744140625,-0.14874935150146484,-0.03244974689511082,-0.006411314010620117,-0.18014973402023315,-0.010470992344892238,-0.020862162113189697,-0.21823355555534363,-0.049164599198377346,-0.018371999263763428,-0.1376306414604187,-0.034913616645610546,-0.01141899824142456,-0.12797811627388,-0.01283245665905497,0.0344889760017395,-0.16623473167419434,-0.02330735737410805,0.019137203693389893,-0.18999212980270386,-0.04054088370827458,0.015424907207489014,-0.13805752992630005,-0.02667565310326836,0.02258157730102539,-0.12975570559501648,-0.010019138846075748
A,0.0,0.0,0.0,-0.056828439235687256,-0.03179687261581421,-0.02306609736996279,-0.10551291704177856,-0.11116635799407959,-0.031128271913701155,-0.13576072454452515,-0.1792939305305481,-0.04025641592460261,-0.15122085809707642,-0.235834002494812,-0.042409752926403144,-0.0859907865524292,-0.18619820475578308,0.002278572914576671,-0.10541921854019165,-0.24961858987808228,-0.03344456615167246,-0.09082764387130737,-0.17935213446617126,-0.0470957583399354,-0.08043241500854492,-0.14673760533332825,-0.04939909043031321,-0.04698675870895386,-0.1883421540260315,-0.0003696406726589885,-0.06485205888748169,-0.2503364086151123,-0.039992397150570014,-0.05584061145782471,-0.16303160786628723,-0.04305283116417513,-0.046867966651916504,-0.14411386847496033,-0.03248515116291628,-0.007550239562988281,-0.1782573163509369,-0.010541560559147456,-0.021712124347686768,-0.21661648154258728,-0.04930421846228228,-0.018786191940307617,-0.13519281148910522,-0.03492323817926035,-0.012302041053771973,-0.12453076243400574,-0.01300159419196234,0.032315611839294434,-0.1643618643283844,-0.02301843041794882,0.0174790620803833,-0.18599393963813782,-0.0411702706130086,0.014516294002532959,-0.13305428624153137,-0.027877395472103217,0.02106255292892456,-0.1252478063106537,-0.011669744236940005
A,0.0,0.0,0.0,-0.05770397186279297,-0.03141242265701294,-0.022011802725501184,-0.10660600662231445,-0.11069679260253906,-0.029674102745957498,-0.13623124361038208,-0.17935413122177124,-0.03861178011447919,-0.15081441402435303,-0.23625576496124268,-0.04091383815557492,-0.0862588882446289,-0.18449628353118896,0.0022765763960705954,-0.10475337505340576,-0.24809059500694275,-0.032940703637905244,-0.08998757600784302,-0.1789942979812622,-0.046675837792463426,-0.07951301336288452,-0.14586108922958374,-0.04918951094896329,-0.04751741886138916,-0.1870819628238678,-0.0010034513734353823,-0.06528586149215698,-0.2512594163417816,-0.03999701441080106,-0.056223154067993164,-0.1650972068309784,-0.04347892404348386,-0.04693835973739624,-0.1440257430076599,-0.033407817788429384,-0.007941007614135742,-0.17744696140289307,-0.011510065019137983,-0.021733462810516357,-0.21702861785888672,-0.04948179722578061,-0.019272446632385254,-0.13611957430839539,-0.035360722996301774,-0.012861907482147217,-0.12314802408218384,-0.013729712188251142,0.03236180543899536,-0.16354748606681824,-0.024224148325629358,0.017757117748260498,-0.18846306204795837,-0.041452123977251176,0.014256536960601807,-0.13590949773788452,-0.02762612999231351,0.020407259464263916,-0.12619677186012268,-0.011199442863471631
A,0.0,0.0,0.0,-0.05458700656890869,-0.030756771564483643,-0.023598954194142152,-0.10348939895629883,-0.1125623881816864,-0.03215534065003567,-0.13488131761550903,-0.17995065450668335,-0.04168771777386837,-0.1510748267173767,-0.2371543049812317,-0.044187704213811685,-0.08592885732650757,-0.18760544061660767,-0.0001812178923614738,-0.1062663197517395,-0.2529590427875519,-0.03722527075643711,-0.09131550788879395,-0.1824410855770111,-0.05137292865748577,-0.0807541012763977,-0.14696985483169556,-0.05352562863464527,-0.04699915647506714,-0.1904108226299286,-0.0027233791732328427,-0.06496119499206543,-0.25444963574409485,-0.0420749281727808,-0.05558735132217407,-0.16604435443878174,-0.04444871667857342,-0.04663074016571045,-0.14648744463920593,-0.0332732816421526,-0.006748557090759277,-0.18014240264892578,-0.012849791088058282,-0.020743489265441895,-0.2191411852836609,-0.05119445744986706,-0.018257856369018555,-0.13651040196418762,-0.03617053676481419,-0.012120068073272705,-0.1252211034297943,-0.01373181410218649,0.033876240253448486,-0.16579902172088623,-0.025349959843708803,0.018553316593170166,-0.19019702076911926,-0.042996475585653116,0.014323651790618896,-0.13666394352912903,-0.02885689225132637,0.02024441957473755,-0.12717115879058838,-0.01189647160555296
A,0.0,0.0,0.0,-0.056432485580444336,-0.029138267040252686,-0.024087706940349563,-0.10649663209915161,-0.11009374260902405,-0.032128027068552,-0.13797610998153687,-0.17948979139328003,-0.04106646253364943,-0.15360188484191895,-0.23743873834609985,-0.04297292827266119,-0.08807146549224854,-0.185746431350708,0.0014098842990506455,-0.10607612133026123,-0.25180214643478394,-0.034477314340051635,-0.09139508008956909,-0.1816859245300293,-0.048134895401176436,-0.0810478925704956,-0.1474476456642151,-0.05045524089234732,-0.04913592338562012,-0.18953680992126465,-0.0009187067147422567,-0.06607139110565186,-0.2549158036708832,-0.04016015900867842,-0.056802451610565186,-0.16694709658622742,-0.0431271999945011,-0.048107147216796875,-0.14705660939216614,-0.032491902249034865,-0.009427487850189209,-0.18030831217765808,-0.010855478594180568,-0.0228424072265625,-0.21979156136512756,-0.049380230145629866,-0.0202522873878479,-0.13748383522033691,-0.034984631823476775,-0.014240860939025879,-0.12652188539505005,-0.013059430183943732,0.031048119068145752,-0.16673123836517334,-0.023191063093122466,0.01663607358932495,-0.1895752251148224,-0.040805811422046645,0.013111591339111328,-0.13656428456306458,-0.027180156098779662,0.019054830074310303,-0.12844720482826233,-0.010834179246899112
A,0.0,0.0,0.0,-0.05623894929885864,-0.02934318780899048,-0.02422257601074307,-0.10580497980117798,-0.1106463074684143,-0.03248058161489098,-0.13718873262405396,-0.18040180206298828,-0.04166273302189438,-0.1530323624610901,-0.23821157217025757,-0.043794359031835484,-0.08799749612808228,-0.1858195960521698,0.0009810857495722303,-0.10681170225143433,-0.25175267457962036,-0.03580923280469506,-0.09216845035552979,-0.1812945008277893,-0.04976456886879532,-0.08156388998031616,-0.14710474014282227,-0.05201909220568268,-0.04928290843963623,-0.18967032432556152,-0.0013884676832276455,-0.0664747953414917,-0.2548029124736786,-0.04138807854405968,-0.05759209394454956,-0.1668604016304016,-0.04446746683470337,-0.04910552501678467,-0.1480696201324463,-0.03372319689742653,-0.009527027606964111,-0.1806466281414032,-0.011444953221598553,-0.022376835346221924,-0.22005540132522583,-0.05068667134992211,-0.020367205142974854,-0.13774806261062622,-0.036287638310113834,-0.014520645141601562,-0.1275646984577179,-0.01412102575204699,0.030881285667419434,-0.16738390922546387,-0.023919054258385586,0.01723647117614746,-0.1908419132232666,-0.04188537499658196,0.013195991516113281,-0.1372814178466797,-0.028230699661889957,0.018967628479003906,-0.12900003790855408,-0.011714442584434437
A,0.0,0.0,0.0,-0.056031227111816406,-0.030257582664489746,-0.023754339149093084,-0.10544395446777344,-0.11108505725860596,-0.032146069636439734,-0.13697969913482666,-0.17906001210212708,-0.04142657615790313,-0.15318262577056885,-0.23625174164772034,-0.043748802920674734,-0.08685064315795898,-0.18689432740211487,9.329220517884096e-06,-0.10698485374450684,-0.2514718770980835,-0.036083194842433386,-0.09241175651550293,-0.18121811747550964,-0.04980085738549178,-0.08147561550140381,-0.1476634442806244,-0.05216054566750472,-0.047912776470184326,-0.19056248664855957,-0.0023637709169292975,-0.06639176607131958,-0.2542921006679535,-0.0417449022139067,-0.057482004165649414,-0.1667047142982483,-0.04468865641007369,-0.04802513122558594,-0.14806202054023743,-0.03417941503772681,-0.007972776889801025,-0.18096446990966797,-0.012156367717182093,-0.022187888622283936,-0.2187909185886383,-0.05051803164730018,-0.02014291286468506,-0.13710880279541016,-0.03603162564883178,-0.013463795185089111,-0.12730321288108826,-0.01417186711529439,0.032423317432403564,-0.16731631755828857,-0.02428525820920413,0.01715373992919922,-0.18981251120567322,-0.04165199719915336,0.013172268867492676,-0.13695406913757324,-0.027840593313669615,0.019809365272521973,-0.12940353155136108,-0.011428593141829424
A,0.0,0.0,0.0,-0.056542813777923584,-0.02966386079788208,-0.023901569366330477,-0.10617977380752563,-0.11086499691009521,-0.03207533870624957,-0.1374647617340088,-0.17933568358421326,-0.04105418612050471,-0.15361130237579346,-0.23643285036087036,-0.04300486360477862,-0.0869218111038208,-0.18593153357505798,1.5174392160588468e-05,-0.10672640800476074,-0.25157690048217773,-0.035629429563755366,-0.09212368726730347,-0.1811835765838623,-0.04874965612577853,-0.08141553401947021,-0.14819437265396118,-0.050780781254047724,-0.04792749881744385,-0.18982911109924316,-0.0021556699069833485,-0.06611967086791992,-0.2542281150817871,-0.04127548326539454,-0.057216763496398926,-0.16629621386528015,-0.04377516050624308,-0.047767817974090576,-0.1482745110988617,-0.03296109352993426,-0.007972538471221924,-0.18038666248321533,-0.011755175597841117,-0.022122740745544434,-0.21865203976631165,-0.04998280917095599,-0.02006763219833374,-0.13668131828308105,-0.035283350095028254,-0.013408005237579346,-0.1274341344833374,-0.013326326094443175,0.03252220153808594,-0.16717150807380676,-0.023691107228273722,0.016811251640319824,-0.18906524777412415,-0.04098821122931895,0.013114571571350098,-0.1363116204738617,-0.027156586468095156,0.02002429962158203,-0.12957599759101868,-0.010781394958371493
A,0.0,0.0,0.0,-0.05620896816253662,-0.030106663703918457,-0.023067383566228727,-0.10540372133255005,-0.1101456880569458,-0.0312456772712153,-0.13641494512557983,-0.17923828959465027,-0.04061040329310117,-0.15187692642211914,-0.236676424741745,-0.04304335313412366,-0.08553516864776611,-0.18406212329864502,0.0015204033066424927,-0.10485374927520752,-0.2511800527572632,-0.03506597178551374,-0.09072816371917725,-0.18174532055854797,-0.04875763925286947,-0.08011150360107422,-0.14818507432937622,-0.05084454687806783,-0.04681128263473511,-0.18764513731002808,-0.0013087007732224265,-0.06449413299560547,-0.25296473503112793,-0.040532380813090185,-0.0561559796333313,-0.16556182503700256,-0.04309918033453641,-0.047371506690979004,-0.14777353405952454,-0.03228806378814397,-0.007117509841918945,-0.17917147278785706,-0.01173982350650249,-0.021667122840881348,-0.21876132488250732,-0.05041953968378721,-0.019754230976104736,-0.136720210313797,-0.0356812668082398,-0.01318889856338501,-0.12701424956321716,-0.01349401334795175,0.03349417448043823,-0.16647660732269287,-0.02447859617444692,0.01728576421737671,-0.19019925594329834,-0.04219525727006612,0.013831913471221924,-0.1368677020072937,-0.02821257012459455,0.0210723876953125,-0.1285988986492157,-0.011526772291688303
